split,label_file,objects,status
train,0000085_00001_d_0000008.txt,79,checked
train,0000085_00399_d_0000009.txt,82,checked
train,0000098_00016_d_0000001.txt,2,checked
train,0000099_00149_d_0000001.txt,1,checked
train,0000099_00508_d_0000002.txt,3,checked
train,0000099_00997_d_0000003.txt,3,checked
train,0000099_02362_d_0000005.txt,9,checked
train,0000099_02798_d_0000006.txt,8,checked
train,0000099_03156_d_0000007.txt,3,checked
train,0000099_03508_d_0000008.txt,7,checked
train,0000099_03930_d_0000009.txt,10,checked
train,0000099_04272_d_0000010.txt,9,checked
train,0000099_04587_d_0000011.txt,10,checked
train,0000100_02616_d_0000012.txt,10,checked
train,0000100_03057_d_0000013.txt,9,checked
train,0000100_03906_d_0000014.txt,7,checked
train,0000100_04584_d_0000015.txt,10,checked
train,0000101_00228_d_0000016.txt,16,checked
train,0000101_01189_d_0000017.txt,9,checked
train,0000101_01577_d_0000018.txt,11,checked
train,0000101_02927_d_0000019.txt,8,checked
train,0000101_03804_d_0000020.txt,32,checked
train,0000101_04436_d_0000021.txt,17,checked
train,0000102_00192_d_0000022.txt,3,checked
train,0000102_00919_d_0000023.txt,15,checked
train,0000102_02749_d_0000024.txt,6,checked
train,0000102_03540_d_0000025.txt,10,checked
train,0000106_00294_d_0000048.txt,75,checked
train,0000106_00458_d_0000049.txt,74,checked
train,0000106_00673_d_0000050.txt,51,checked
train,0000107_00001_d_0000051.txt,112,checked
train,0000107_00891_d_0000052.txt,65,checked
train,0000107_01673_d_0000053.txt,85,checked
train,0000107_01998_d_0000054.txt,117,checked
train,0000107_02196_d_0000055.txt,80,checked
train,0000107_02574_d_0000056.txt,114,checked
train,0000109_00228_d_0000061.txt,22,checked
train,0000109_00606_d_0000062.txt,12,checked
train,0000109_01140_d_0000063.txt,26,checked
train,0000109_03179_d_0000064.txt,15,checked
train,0000110_01428_d_0000066.txt,35,checked
train,0000110_02718_d_0000067.txt,12,checked
train,0000110_03192_d_0000068.txt,28,checked
train,0000110_03450_d_0000069.txt,41,checked
train,0000111_00018_d_0000070.txt,20,checked
train,0000111_01459_d_0000071.txt,11,checked
train,0000111_03678_d_0000072.txt,32,checked
train,0000111_04511_d_0000073.txt,33,checked
train,0000112_01120_d_0000074.txt,45,checked
train,0000113_00064_d_0000075.txt,9,checked
train,0000113_00814_d_0000076.txt,18,checked
train,0000113_01528_d_0000077.txt,16,checked
train,0000113_02012_d_0000078.txt,35,checked
train,0000114_00461_d_0000079.txt,55,checked
train,0000122_01200_d_0000119.txt,87,checked
train,0000123_01819_d_0000120.txt,135,checked
train,0000124_02088_d_0000121.txt,125,checked
train,0000125_00084_d_0000122.txt,256,checked
train,0000125_00574_d_0000123.txt,229,checked
train,0000126_00054_d_0000124.txt,260,checked
train,0000126_02076_d_0000125.txt,280,checked
train,0000126_02406_d_0000126.txt,156,checked
train,0000126_02904_d_0000127.txt,69,checked
train,0000126_03402_d_0000128.txt,237,checked
train,0000126_03828_d_0000129.txt,132,checked
train,0000126_11844_d_0000130.txt,431,checked
train,0000130_01308_d_0000139.txt,158,checked
train,0000132_01903_d_0000140.txt,177,checked
train,0000133_00078_d_0000141.txt,118,checked
train,0000133_00480_d_0000142.txt,164,checked
train,0000133_00846_d_0000143.txt,176,checked
train,0000133_01764_d_0000144.txt,68,checked
train,0000134_00858_d_0000145.txt,129,checked
train,0000134_01332_d_0000146.txt,162,checked
train,0000134_01791_d_0000147.txt,127,checked
train,0000134_02166_d_0000148.txt,134,checked
train,0000135_00118_d_0000149.txt,68,checked
train,0000135_00828_d_0000150.txt,153,checked
train,0000135_01327_d_0000151.txt,348,checked
train,0000135_01638_d_0000152.txt,108,checked
train,0000135_01896_d_0000153.txt,24,checked
train,0000136_00162_d_0000154.txt,242,checked
train,0000136_00456_d_0000155.txt,154,checked
train,0000136_00900_d_0000156.txt,172,checked
train,0000136_01783_d_0000157.txt,243,checked
train,0000136_02529_d_0000158.txt,122,checked
train,0000137_00509_d_0000159.txt,162,checked
train,0000137_00960_d_0000160.txt,137,checked
train,0000137_01372_d_0000161.txt,103,checked
train,0000137_01824_d_0000162.txt,346,checked
train,0000137_02220_d_0000163.txt,512,checked
train,0000137_02372_d_0000164.txt,184,checked
train,0000139_00012_d_0000001.txt,112,checked
train,0000140_00118_d_0000002.txt,111,checked
train,0000140_01877_d_0000003.txt,305,checked
train,0000140_02077_d_0000004.txt,246,checked
train,0000140_02277_d_0000005.txt,229,checked
train,0000140_02477_d_0000006.txt,243,checked
train,0000140_02677_d_0000007.txt,259,checked
train,0000141_00251_d_0000009.txt,177,checked
train,0000141_00651_d_0000011.txt,176,checked
train,0000141_00851_d_0000012.txt,120,checked
train,0000141_01851_d_0000017.txt,245,checked
train,0000141_02051_d_0000018.txt,183,checked
train,0000141_02251_d_0000019.txt,304,checked
train,0000141_02651_d_0000021.txt,214,checked
train,0000142_00058_d_0000023.txt,232,checked
train,0000142_00258_d_0000024.txt,162,checked
train,0000142_00458_d_0000025.txt,217,checked
train,0000142_00858_d_0000027.txt,161,checked
train,0000142_01058_d_0000028.txt,134,checked
train,0000142_01258_d_0000029.txt,120,checked
train,0000142_01458_d_0000030.txt,102,checked
train,0000142_01658_d_0000031.txt,143,checked
train,0000142_02058_d_0000033.txt,143,checked
train,0000142_02258_d_0000034.txt,86,checked
train,0000142_02458_d_0000035.txt,116,checked
train,0000142_02658_d_0000036.txt,94,checked
train,0000142_02858_d_0000037.txt,72,checked
train,0000142_03058_d_0000038.txt,92,checked
train,0000142_03458_d_0000040.txt,118,checked
train,0000142_03658_d_0000041.txt,120,checked
train,0000142_04058_d_0000043.txt,306,checked
train,0000142_04458_d_0000045.txt,370,checked
train,0000142_04658_d_0000046.txt,254,checked
train,0000142_04858_d_0000047.txt,274,checked
train,0000143_00081_d_0000048.txt,253,checked
train,0000143_00281_d_0000049.txt,284,checked
train,0000143_00481_d_0000050.txt,205,checked
train,0000143_00681_d_0000051.txt,204,checked
train,0000143_00881_d_0000052.txt,342,checked
train,0000143_01281_d_0000054.txt,166,checked
train,0000143_01481_d_0000055.txt,166,checked
train,0000143_01681_d_0000056.txt,462,checked
train,0000144_00001_d_0000001.txt,5,checked
train,0000144_00401_d_0000001.txt,9,checked
train,0000144_00848_d_0000001.txt,16,checked
train,0000144_01201_d_0000001.txt,17,checked
train,0000144_01601_d_0000001.txt,12,checked
train,0000144_02001_d_0000001.txt,9,checked
train,0000144_02401_d_0000001.txt,4,checked
train,0000144_02801_d_0000001.txt,20,checked
train,0000144_03201_d_0000001.txt,16,checked
train,0000144_03776_d_0000001.txt,13,checked
train,0000144_04192_d_0000001.txt,20,checked
train,0000144_04401_d_0000001.txt,3,checked
train,0000145_00001_d_0000001.txt,23,checked
train,0000145_00401_d_0000001.txt,13,checked
train,0000146_00001_d_0000057.txt,65,checked
train,0000146_00601_d_0000060.txt,85,checked
train,0000146_00801_d_0000061.txt,69,checked
train,0000146_01601_d_0000065.txt,94,checked
train,0000146_01678_d_0000066.txt,48,checked
train,0000150_00030_d_0000067.txt,122,checked
train,0000150_00230_d_0000068.txt,177,checked
train,0000150_00430_d_0000069.txt,159,checked
train,0000150_00630_d_0000070.txt,195,checked
train,0000150_00830_d_0000071.txt,81,checked
train,0000150_01030_d_0000072.txt,157,checked
train,0000150_01230_d_0000073.txt,95,checked
train,0000150_01630_d_0000075.txt,190,checked
train,0000150_01830_d_0000076.txt,214,checked
train,0000156_00154_d_0000077.txt,76,checked
train,0000156_00354_d_0000078.txt,63,checked
train,0000156_00554_d_0000079.txt,83,checked
train,0000157_00251_d_0000081.txt,65,checked
train,0000157_00451_d_0000082.txt,65,checked
train,0000157_00651_d_0000083.txt,116,checked
train,0000165_00125_d_0000084.txt,45,checked
train,0000165_00525_d_0000086.txt,52,checked
train,0000165_00725_d_0000087.txt,34,checked
train,0000165_00925_d_0000088.txt,26,checked
train,0000165_01325_d_0000090.txt,45,checked
train,0000165_01525_d_0000091.txt,54,checked
train,0000165_01725_d_0000092.txt,45,checked
train,0000165_02125_d_0000094.txt,56,checked
train,0000165_02725_d_0000097.txt,35,checked
train,0000165_02925_d_0000098.txt,35,checked
train,0000165_03325_d_0000100.txt,47,checked
train,0000165_03725_d_0000102.txt,39,checked
train,0000165_03926_d_0000103.txt,42,checked
train,0000165_04125_d_0000104.txt,40,checked
train,0000165_04525_d_0000106.txt,35,checked
train,0000165_04925_d_0000108.txt,37,checked
train,0000165_05125_d_0000109.txt,47,checked
train,0000165_05325_d_0000110.txt,38,checked
train,0000165_05525_d_0000111.txt,49,checked
train,0000165_05725_d_0000112.txt,24,checked
train,0000165_05925_d_0000113.txt,23,checked
train,0000165_06125_d_0000114.txt,30,checked
train,0000165_06325_d_0000115.txt,49,checked
train,0000166_00158_d_0000116.txt,47,checked
train,0000166_00358_d_0000117.txt,50,checked
train,0000166_01158_d_0000121.txt,50,checked
train,0000166_01558_d_0000123.txt,47,checked
train,0000166_01758_d_0000124.txt,60,checked
train,0000167_00184_d_0000125.txt,60,checked
train,0000167_00384_d_0000126.txt,70,checked
train,0000167_00584_d_0000127.txt,64,checked
train,0000167_00784_d_0000128.txt,49,checked
train,0000167_00984_d_0000129.txt,64,checked
train,0000167_01184_d_0000130.txt,64,checked
train,0000167_01384_d_0000131.txt,69,checked
train,0000167_01784_d_0000133.txt,35,checked
train,0000167_02184_d_0000135.txt,74,checked
train,0000169_00001_d_0000001.txt,63,checked
train,0000169_00401_d_0000001.txt,30,checked
train,0000169_00654_d_0000001.txt,13,checked
train,0000169_01098_d_0000001.txt,40,checked
train,0000170_00001_d_0000001.txt,33,checked
train,0000170_00401_d_0000001.txt,101,checked
train,0000170_00801_d_0000001.txt,61,checked
train,0000170_01201_d_0000001.txt,18,checked
train,0000171_00001_d_0000001.txt,53,checked
train,0000171_00293_d_0000001.txt,22,checked
train,0000172_00001_d_0000001.txt,42,checked
train,0000172_00401_d_0000001.txt,40,checked
train,0000172_00801_d_0000001.txt,69,checked
train,0000172_01201_d_0000001.txt,38,checked
train,0000172_01484_d_0000001.txt,77,checked
train,0000173_00001_d_0000001.txt,53,checked
train,0000173_00401_d_0000001.txt,43,checked
train,0000173_00801_d_0000001.txt,50,checked
train,0000173_01180_d_0000001.txt,94,checked
train,0000173_01368_d_0000001.txt,87,checked
train,0000173_01601_d_0000001.txt,60,checked
train,0000173_02001_d_0000001.txt,77,checked
train,0000173_02401_d_0000001.txt,61,checked
train,0000174_00001_d_0000001.txt,46,checked
train,0000174_00401_d_0000001.txt,38,checked
train,0000174_00801_d_0000001.txt,45,checked
train,0000174_01201_d_0000001.txt,75,checked
train,0000174_01601_d_0000001.txt,45,checked
train,0000174_02175_d_0000001.txt,24,checked
train,0000175_00001_d_0000001.txt,18,checked
train,0000175_00432_d_0000001.txt,9,checked
train,0000175_00801_d_0000001.txt,5,checked
train,0000176_00001_d_0000001.txt,19,checked
train,0000176_00401_d_0000001.txt,6,checked
train,0000176_00633_d_0000001.txt,9,checked
train,0000176_00950_d_0000001.txt,4,checked
train,0000177_00000_d_0000001.txt,15,checked
train,0000177_00374_d_0000003.txt,4,checked
train,0000177_00570_d_0000004.txt,6,checked
train,0000178_00000_d_0000006.txt,2,checked
train,0000178_00201_d_0000007.txt,10,checked
train,0000178_00393_d_0000008.txt,2,checked
train,0000178_00621_d_0000009.txt,11,checked
train,0000178_01102_d_0000012.txt,5,checked
train,0000179_00000_d_0000013.txt,8,checked
train,0000179_00149_d_0000014.txt,9,checked
train,0000179_00301_d_0000015.txt,9,checked
train,0000179_00445_d_0000016.txt,9,checked
train,0000179_00605_d_0000017.txt,3,checked
train,0000179_00743_d_0000018.txt,2,checked
train,0000180_00000_d_0000019.txt,1,checked
train,0000180_00213_d_0000020.txt,12,checked
train,0000180_00400_d_0000021.txt,16,checked
train,0000180_00601_d_0000022.txt,17,checked
train,0000180_00806_d_0000023.txt,4,checked
train,0000180_01002_d_0000024.txt,12,checked
train,0000180_01213_d_0000025.txt,9,checked
train,0000180_01400_d_0000026.txt,5,checked
train,0000180_01581_d_0000027.txt,18,checked
train,0000181_00000_d_0000028.txt,71,checked
train,0000181_00387_d_0000029.txt,45,checked
train,0000181_00889_d_0000030.txt,66,checked
train,0000181_01211_d_0000031.txt,146,checked
train,0000181_01627_d_0000032.txt,93,checked
train,0000181_02065_d_0000033.txt,31,checked
train,0000181_02410_d_0000034.txt,27,checked
train,0000181_02615_d_0000035.txt,19,checked
train,0000182_00000_d_0000036.txt,115,checked
train,0000182_00411_d_0000037.txt,91,checked
train,0000182_00819_d_0000038.txt,45,checked
train,0000182_01220_d_0000039.txt,53,checked
train,0000182_01653_d_0000040.txt,36,checked
train,0000182_02053_d_0000041.txt,59,checked
train,0000182_02425_d_0000042.txt,38,checked
train,0000195_00000_d_0000126.txt,146,checked
train,0000195_00201_d_0000127.txt,135,checked
train,0000195_00409_d_0000128.txt,162,checked
train,0000195_00634_d_0000129.txt,90,checked
train,0000195_00815_d_0000130.txt,89,checked
train,0000195_01040_d_0000131.txt,87,checked
train,0000195_01256_d_0000132.txt,64,checked
train,0000195_01418_d_0000133.txt,144,checked
train,0000195_01518_d_0000134.txt,140,checked
train,0000196_00000_d_0000135.txt,87,checked
train,0000196_00553_d_0000136.txt,80,checked
train,0000196_01030_d_0000137.txt,221,checked
train,0000196_01508_d_0000138.txt,168,checked
train,0000196_02020_d_0000139.txt,119,checked
train,0000196_02559_d_0000140.txt,59,checked
train,0000196_03072_d_0000141.txt,217,checked
train,0000196_03560_d_0000142.txt,83,checked
train,0000196_04071_d_0000143.txt,69,checked
train,0000196_05025_d_0000145.txt,3,checked
train,0000197_00000_d_0000146.txt,39,checked
train,0000197_00401_d_0000147.txt,225,checked
train,0000197_00851_d_0000148.txt,152,checked
train,0000197_01211_d_0000149.txt,151,checked
train,0000197_01661_d_0000150.txt,130,checked
train,0000197_01958_d_0000151.txt,219,checked
train,0000197_02416_d_0000152.txt,209,checked
train,0000197_02821_d_0000153.txt,206,checked
train,0000197_03351_d_0000154.txt,171,checked
train,0000198_00000_d_0000155.txt,41,checked
train,0000198_00336_d_0000156.txt,62,checked
train,0000198_00709_d_0000157.txt,27,checked
train,0000198_01022_d_0000158.txt,22,checked
train,0000198_01318_d_0000159.txt,32,checked
train,0000198_01629_d_0000160.txt,27,checked
train,0000198_01949_d_0000161.txt,38,checked
train,0000199_00000_d_0000162.txt,40,checked
train,0000199_00303_d_0000163.txt,80,checked
train,0000199_00603_d_0000164.txt,37,checked
train,0000199_00933_d_0000165.txt,35,checked
train,0000199_01607_d_0000167.txt,22,checked
train,0000200_00000_d_0000168.txt,36,checked
train,0000200_00297_d_0000169.txt,21,checked
train,0000200_00566_d_0000170.txt,36,checked
train,0000201_00000_d_0000171.txt,52,checked
train,0000201_00182_d_0000172.txt,31,checked
train,0000201_00446_d_0000173.txt,38,checked
train,0000201_00626_d_0000174.txt,40,checked
train,0000201_00818_d_0000175.txt,55,checked
train,0000201_01023_d_0000176.txt,74,checked
train,0000201_01292_d_0000177.txt,39,checked
train,0000201_01484_d_0000178.txt,13,checked
train,0000201_01634_d_0000179.txt,20,checked
train,0000204_00000_d_0000191.txt,126,checked
train,0000204_00332_d_0000192.txt,127,checked
train,0000204_00698_d_0000193.txt,82,checked
train,0000204_01028_d_0000194.txt,49,checked
train,0000204_01236_d_0000195.txt,43,checked
train,0000205_00000_d_0000196.txt,15,checked
train,0000205_00405_d_0000197.txt,71,checked
train,0000205_00831_d_0000198.txt,72,checked
train,0000205_01275_d_0000199.txt,136,checked
train,0000205_01665_d_0000200.txt,128,checked
train,0000205_02019_d_0000201.txt,98,checked
train,0000205_02315_d_0000202.txt,88,checked
train,0000206_00000_d_0000203.txt,19,checked
train,0000206_00308_d_0000204.txt,60,checked
train,0000206_00668_d_0000205.txt,44,checked
train,0000206_01108_d_0000206.txt,5,checked
train,0000209_00000_d_0000219.txt,10,checked
train,0000209_00296_d_0000220.txt,18,checked
train,0000209_00609_d_0000221.txt,2,checked
train,0000209_00922_d_0000222.txt,4,checked
train,0000210_00000_d_0000223.txt,14,checked
train,0000210_00261_d_0000224.txt,11,checked
train,0000210_00525_d_0000225.txt,7,checked
train,0000210_01037_d_0000226.txt,9,checked
train,0000210_01251_d_0000227.txt,8,checked
train,0000210_01551_d_0000228.txt,8,checked
train,0000214_00000_d_0000248.txt,50,checked
train,0000214_00410_d_0000249.txt,59,checked
train,0000214_00840_d_0000250.txt,38,checked
train,0000214_01218_d_0000251.txt,45,checked
train,0000214_01652_d_0000252.txt,59,checked
train,0000214_01968_d_0000253.txt,59,checked
train,0000214_02445_d_0000254.txt,58,checked
train,0000214_02750_d_0000255.txt,75,checked
train,0000217_00001_d_0000001.txt,10,checked
train,0000217_00202_d_0000002.txt,10,checked
train,0000218_00001_d_0000001.txt,3,checked
train,0000218_00355_d_0000002.txt,15,checked
train,0000218_00730_d_0000003.txt,26,checked
train,0000219_03118_d_0000007.txt,9,checked
train,0000220_00001_d_0000001.txt,45,checked
train,0000220_00500_d_0000002.txt,30,checked
train,0000220_01000_d_0000003.txt,47,checked
train,0000220_01546_d_0000005.txt,30,checked
train,0000220_02000_d_0000006.txt,29,checked
train,0000220_02500_d_0000007.txt,26,checked
train,0000220_02658_d_0000008.txt,2,checked
train,0000220_02800_d_0000009.txt,25,checked
train,0000220_02978_d_0000010.txt,24,checked
train,0000220_03347_d_0000011.txt,35,checked
train,0000220_03847_d_0000012.txt,38,checked
train,0000220_04005_d_0000013.txt,46,checked
train,0000220_04258_d_0000014.txt,87,checked
train,0000220_04467_d_0000015.txt,22,checked
train,0000221_00001_d_0000001.txt,73,checked
train,0000221_00500_d_0000002.txt,59,checked
train,0000221_00999_d_0000003.txt,55,checked
train,0000221_01292_d_0000004.txt,50,checked
train,0000221_01411_d_0000005.txt,35,checked
train,0000221_01770_d_0000006.txt,37,checked
train,0000221_10550_d_0000007.txt,47,checked
train,0000221_10787_d_0000008.txt,43,checked
train,0000221_11139_d_0000009.txt,30,checked
train,0000222_00001_d_0000001.txt,33,checked
train,0000222_00339_d_0000002.txt,29,checked
train,0000222_00735_d_0000003.txt,26,checked
train,0000222_01135_d_0000004.txt,77,checked
train,0000222_01350_d_0000005.txt,104,checked
train,0000222_01650_d_0000006.txt,69,checked
train,0000222_02000_d_0000007.txt,41,checked
train,0000222_02467_d_0000008.txt,42,checked
train,0000222_02900_d_0000009.txt,72,checked
train,0000222_03100_d_0000010.txt,60,checked
train,0000222_03900_d_0000012.txt,64,checked
train,0000222_04015_d_0000013.txt,40,checked
train,0000222_04115_d_0000014.txt,27,checked
train,0000222_04900_d_0000016.txt,97,checked
train,0000222_05666_d_0000018.txt,49,checked
train,0000222_06100_d_0000019.txt,61,checked
train,0000223_00001_d_0000001.txt,50,checked
train,0000223_00501_d_0000002.txt,94,checked
train,0000223_00836_d_0000003.txt,110,checked
train,0000223_01300_d_0000004.txt,70,checked
train,0000223_01986_d_0000006.txt,51,checked
train,0000223_02203_d_0000007.txt,26,checked
train,0000224_00001_d_0000001.txt,66,checked
train,0000224_00251_d_0000002.txt,63,checked
train,0000224_00387_d_0000003.txt,75,checked
train,0000224_00636_d_0000004.txt,41,checked
train,0000224_01059_d_0000005.txt,18,checked
train,0000224_01513_d_0000006.txt,57,checked
train,0000225_00001_d_0000001.txt,46,checked
train,0000225_00460_d_0000002.txt,31,checked
train,0000225_00939_d_0000003.txt,48,checked
train,0000225_01376_d_0000004.txt,75,checked
train,0000225_01555_d_0000005.txt,73,checked
train,0000225_01730_d_0000006.txt,83,checked
train,0000225_01978_d_0000007.txt,94,checked
train,0000225_02083_d_0000008.txt,15,checked
train,0000225_02427_d_0000009.txt,37,checked
train,0000225_02567_d_0000010.txt,85,checked
train,0000225_03052_d_0000011.txt,52,checked
train,0000225_03550_d_0000012.txt,19,checked
train,0000225_04002_d_0000013.txt,135,checked
train,0000225_04167_d_0000014.txt,82,checked
train,0000225_04522_d_0000015.txt,66,checked
train,0000225_05003_d_0000016.txt,62,checked
train,0000226_00001_d_0000001.txt,161,checked
train,0000226_00500_d_0000002.txt,127,checked
train,0000226_00867_d_0000003.txt,103,checked
train,0000226_01146_d_0000004.txt,152,checked
train,0000226_01500_d_0000005.txt,108,checked
train,0000226_01700_d_0000006.txt,115,checked
train,0000226_02123_d_0000007.txt,51,checked
train,0000226_02469_d_0000008.txt,41,checked
train,0000226_02644_d_0000009.txt,34,checked
train,0000226_02755_d_0000010.txt,108,checked
train,0000226_02906_d_0000011.txt,178,checked
train,0000226_03490_d_0000012.txt,152,checked
train,0000226_03627_d_0000013.txt,166,checked
train,0000226_03899_d_0000014.txt,43,checked
train,0000226_04059_d_0000015.txt,54,checked
train,0000226_04291_d_0000016.txt,72,checked
train,0000226_04475_d_0000017.txt,34,checked
train,0000226_04986_d_0000018.txt,50,checked
train,0000227_00001_d_0000001.txt,115,checked
train,0000227_00235_d_0000002.txt,105,checked
train,0000228_00001_d_0000001.txt,87,checked
train,0000228_00500_d_0000002.txt,113,checked
train,0000228_01000_d_0000003.txt,87,checked
train,0000228_01419_d_0000004.txt,97,checked
train,0000228_01900_d_0000005.txt,54,checked
train,0000228_02416_d_0000006.txt,39,checked
train,0000229_00001_d_0000001.txt,66,checked
train,0000229_00500_d_0000002.txt,102,checked
train,0000229_00827_d_0000003.txt,87,checked
train,0000229_01203_d_0000004.txt,77,checked
train,0000235_00001_d_0000001.txt,20,checked
train,0000235_00467_d_0000002.txt,29,checked
train,0000235_00932_d_0000003.txt,13,checked
train,0000235_01411_d_0000004.txt,22,checked
train,0000235_01900_d_0000005.txt,10,checked
train,0000236_00001_d_0000001.txt,7,checked
train,0000236_00427_d_0000002.txt,20,checked
train,0000236_00811_d_0000003.txt,16,checked
